Device Address,Exercise,Timestamp,Toe,Heel,Middle,Ring,Acc(x),Acc(y),Acc(z),Gyr(x),Gyr(y),Gyr(z)
FF:13:4E:9E:DF:2A,Flex + IMU,25369,153,74,0,2,219,40,212,146,19,135
FF:13:4E:9E:DF:2A,Flex + IMU,25377,153,75,0,2,109,55,223,183,47,222
FF:13:4E:9E:DF:2A,Flex + IMU,25417,153,75,0,2,124,168,130,218,160,137
FF:13:4E:9E:DF:2A,Flex + IMU,25425,153,75,0,2,141,233,165,45,66,90
FF:13:4E:9E:DF:2A,Flex + IMU,25465,153,74,0,2,18,247,224,124,212,82
FF:13:4E:9E:DF:2A,Flex + IMU,25473,153,74,0,2,43,15,199,244,140,68
FF:13:4E:9E:DF:2A,Flex + IMU,25513,153,74,0,2,8,106,16,107,44,145
FF:13:4E:9E:DF:2A,Flex + IMU,25521,153,74,0,2,212,90,6,159,147,90
FF:13:4E:9E:DF:2A,Flex + IMU,25569,153,73,0,2,205,9,6,165,26,254
FF:13:4E:9E:DF:2A,Flex + IMU,25577,153,72,0,2,236,248,49,200,231,219
FF:13:4E:9E:DF:2A,Flex + IMU,25617,153,74,0,2,111,229,218,67,253,95
FF:13:4E:9E:DF:2A,Flex + IMU,25625,152,74,0,2,170,175,230,102,140,6
FF:13:4E:9E:DF:2A,Flex + IMU,25665,152,73,0,2,191,225,171,127,252,85
FF:13:4E:9E:DF:2A,Flex + IMU,25673,152,72,0,2,109,24,9,31,124,100
FF:13:4E:9E:DF:2A,Flex + IMU,25761,159,103,0,2,205,109,60,80,160,229
FF:13:4E:9E:DF:2A,Flex + IMU,25769,161,105,0,2,16,150,240,208,61,163
FF:13:4E:9E:DF:2A,Flex + IMU,25809,166,109,0,2,55,145,139,121,172,66
FF:13:4E:9E:DF:2A,Flex + IMU,25817,167,109,0,2,33,237,229,184,208,236
FF:13:4E:9E:DF:2A,Flex + IMU,25857,172,110,0,2,229,28,58,176,59,101
FF:13:4E:9E:DF:2A,Flex + IMU,25865,173,109,0,2,231,31,250,212,164,112
FF:13:4E:9E:DF:2A,Flex + IMU,25905,174,109,0,2,226,21,41,32,250,85
FF:13:4E:9E:DF:2A,Flex + IMU,25913,174,110,0,2,222,22,56,71,147,85
FF:13:4E:9E:DF:2A,Flex + IMU,25953,176,110,0,2,211,29,41,87,154,27
FF:13:4E:9E:DF:2A,Flex + IMU,25961,177,110,0,2,204,33,19,45,89,76
FF:13:4E:9E:DF:2A,Flex + IMU,26001,177,112,0,2,214,24,5,120,246,54
FF:13:4E:9E:DF:2A,Flex + IMU,26009,177,112,0,2,232,249,84,120,246,54
FF:13:4E:9E:DF:2A,Flex + IMU,26049,174,111,0,2,215,14,22,221,130,51
FF:13:4E:9E:DF:2A,Flex + IMU,26057,172,111,0,2,214,19,23,238,31,38
FF:13:4E:9E:DF:2A,Flex + IMU,26105,166,109,0,2,207,40,239,58,52,212
FF:13:4E:9E:DF:2A,Flex + IMU,26113,162,108,0,2,187,33,244,252,197,167
FF:13:4E:9E:DF:2A,Flex + IMU,26153,157,101,0,2,237,121,140,89,1,38
FF:13:4E:9E:DF:2A,Flex + IMU,26161,155,98,0,2,210,134,45,88,205,132
FF:13:4E:9E:DF:2A,Flex + IMU,26201,154,90,0,2,12,65,137,191,186,130
FF:13:4E:9E:DF:2A,Flex + IMU,26209,153,87,0,2,57,19,183,160,186,130
FF:13:4E:9E:DF:2A,Flex + IMU,26249,153,83,0,2,211,71,122,43,38,57
FF:13:4E:9E:DF:2A,Flex + IMU,26257,153,82,0,2,130,112,66,25,26,13
FF:13:4E:9E:DF:2A,Flex + IMU,26297,153,79,0,2,148,98,133,87,42,160
FF:13:4E:9E:DF:2A,Flex + IMU,26305,152,76,0,2,189,92,124,87,42,15
FF:13:4E:9E:DF:2A,Flex + IMU,26345,152,75,0,2,63,239,62,127,158,54
FF:13:4E:9E:DF:2A,Flex + IMU,26353,152,75,0,2,1,171,158,166,214,110
FF:13:4E:9E:DF:2A,Flex + IMU,26393,152,76,0,2,211,253,24,223,8,58
FF:13:4E:9E:DF:2A,Flex + IMU,26401,152,76,0,2,218,253,24,223,30,100
FF:13:4E:9E:DF:2A,Flex + IMU,26441,152,75,0,2,166,64,77,69,119,39
FF:13:4E:9E:DF:2A,Flex + IMU,26449,152,75,0,2,185,253,110,54,86,224
FF:13:4E:9E:DF:2A,Flex + IMU,26489,152,76,0,2,189,156,33,203,77,108
FF:13:4E:9E:DF:2A,Flex + IMU,26497,153,75,0,2,189,156,33,3,243,49
